86.39961694,168.0772945
112.0380998,111.3279115
125.3517193,189.5836664
110.8927634,281.7720277
116.2866428,162.6579258
112.6742474,206.7138536
126.9227219,235.2192394
129.1087744,419.9992476
115.5722211,121.8487158
114.6825205,148.0031619
116.0755586,173.3673945
113.2503394,243.2965588
115.6549572,149.1492433
123.8412049,168.9998658
121.3725001,114.6931218
88.3405941,142.1183626
134.9300357,114.4877028
102.8753389,215.9988944
99.46889184,183.2521034
80.4614312,212.830229
126.0880477,280.5765943
91.01992024,187.4056816
122.4569089,369.284862
145.3652437,245.0507268
117.4970536,254.6098187
91.91541626,165.8347838
116.8548075,177.1016333
123.251854,200.5602055
134.4306512,197.5777445
84.95688049,149.4593593
84.25793754,156.2057545
81.1973717,248.810953
133.4895424,251.5367138
75.85566034,139.4904153
69.38239336,177.4411405
87.11054865,157.7330392
36.58164667,170.3662948
152.0615652,199.7535697
103.3268483,86.95575375
69.84690237,86.51778515
110.9517157,213.9296535
120.7020046,284.1535141
122.7548241,119.4757087
130.4245547,369.2230425
133.0380985,226.1176879
58.65632045,178.6381852
73.20137464,155.5794512
123.7130983,207.2658885
93.13064817,122.6305534
108.2752619,48.63214252
103.4160958,246.6677192
108.0328411,237.5213161
85.13279656,151.0480368
138.7184716,257.6100435
143.8948713,137.7091666
109.7334786,289.5766767
135.3362398,205.1714072
70.03926421,105.0556634
105.6692744,325.2018446
114.7545625,151.6108309
